vi,vi Room Number,vi Room Name,vi Room Unique ID,vj,vj Room Number,vj Room Name,vj Room Unique ID,Access
489,HP-C51A,ADMIN COR. HP-C51A,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af41e,482,HP5110E,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486c40,1
489,HP-C51A,ADMIN COR. HP-C51A,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af41e,462,HP5110B,CLO.,e2133ce8-3912-4b13-95ba-19918877e439-00477320,1
489,HP-C51A,ADMIN COR. HP-C51A,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af41e,499,HP5110U,CONF(12),9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00712d97,1
489,HP-C51A,ADMIN COR. HP-C51A,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af41e,500,HP5101,WORKRM/STOR,9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00712d9a,1
489,HP-C51A,ADMIN COR. HP-C51A,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af41e,488,HP-ST-503,STAIR 03,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af1a7,1
489,HP-C51A,ADMIN COR. HP-C51A,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af41e,467,HP5110G,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486bed,1
489,HP-C51A,ADMIN COR. HP-C51A,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af41e,468,HP5110H,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486bee,1
489,HP-C51A,ADMIN COR. HP-C51A,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af41e,469,HP5110J,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486bef,1
489,HP-C51A,ADMIN COR. HP-C51A,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af41e,478,HP5110R,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486c10,1
489,HP-C51A,ADMIN COR. HP-C51A,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af41e,471,HP5110M,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486bf1,1
489,HP-C51A,ADMIN COR. HP-C51A,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af41e,472,HP5110N,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486bf2,1
489,HP-C51A,ADMIN COR. HP-C51A,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af41e,473,HP5110P,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486bf3,1
489,HP-C51A,ADMIN COR. HP-C51A,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af41e,479,HP5110S,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486c14,1
489,HP-C51A,ADMIN COR. HP-C51A,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af41e,480,HP5110T,CHAIR OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486c15,1
489,HP-C51A,ADMIN COR. HP-C51A,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af41e,470,HP5110K,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486bf0,1
489,HP-C51A,ADMIN COR. HP-C51A,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af41e,474,HP5110D,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486bf4,1
489,HP-C51A,ADMIN COR. HP-C51A,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af41e,475,HP5110Q,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486bf8,1
489,HP-C51A,ADMIN COR. HP-C51A,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af41e,504,HP5110A,CONF(8),ef8ee73c-3cba-4c36-b4b2-71ef690105b8-007a506e,1
489,HP-C51A,ADMIN COR. HP-C51A,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af41e,476,HP5110C,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486bfa,1
489,HP-C51A,ADMIN COR. HP-C51A,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af41e,463,HP5011,TOILET,21958d62-3273-46ac-b7c7-ea989ee8612c-004777fd,1
214,HP3100,ADMIN ENTRY HP3100,c03294b1-3427-4409-992c-4d66fdf61132-004cdc08,154,HP3120C,HUDDLE,fa7b4a67-9991-4750-8563-132eb7ac0cc5-00360d83,1
214,HP3100,ADMIN ENTRY HP3100,c03294b1-3427-4409-992c-4d66fdf61132-004cdc08,85,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,1
214,HP3100,ADMIN ENTRY HP3100,c03294b1-3427-4409-992c-4d66fdf61132-004cdc08,86,HP3120E,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e8,1
214,HP3100,ADMIN ENTRY HP3100,c03294b1-3427-4409-992c-4d66fdf61132-004cdc08,87,HP3120F,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e9,1
214,HP3100,ADMIN ENTRY HP3100,c03294b1-3427-4409-992c-4d66fdf61132-004cdc08,88,HP3120G,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ea,1
214,HP3100,ADMIN ENTRY HP3100,c03294b1-3427-4409-992c-4d66fdf61132-004cdc08,157,HP3120K,OFFICE,8864ee1f-26f4-4e89-932b-e8f289c6470a-003aba88,1
214,HP3100,ADMIN ENTRY HP3100,c03294b1-3427-4409-992c-4d66fdf61132-004cdc08,89,HP3120J,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ec,1
214,HP3100,ADMIN ENTRY HP3100,c03294b1-3427-4409-992c-4d66fdf61132-004cdc08,159,HP3120A,WORKROOM/STORAGE,484585ff-557f-4d0c-95e9-ab9d3c1b78e2-003ac33e,1
214,HP3100,ADMIN ENTRY HP3100,c03294b1-3427-4409-992c-4d66fdf61132-004cdc08,111,HP3120AA,CONF(24),35e3559f-2452-4714-ae78-f29c9f2f8e69-003113cc,1
214,HP3100,ADMIN ENTRY HP3100,c03294b1-3427-4409-992c-4d66fdf61132-004cdc08,167,HP3120H,STAFF OFFICE,a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba889,1
214,HP3100,ADMIN ENTRY HP3100,c03294b1-3427-4409-992c-4d66fdf61132-004cdc08,237,HP3130D,STORAGE,c010fbf0-6bb3-4aac-a21d-215679389f66-00947d96,1
214,HP3100,ADMIN ENTRY HP3100,c03294b1-3427-4409-992c-4d66fdf61132-004cdc08,160,HP3120M,OFFICE,484585ff-557f-4d0c-95e9-ab9d3c1b78e2-003ac6ee,1
214,HP3100,ADMIN ENTRY HP3100,c03294b1-3427-4409-992c-4d66fdf61132-004cdc08,161,HP3120D,OFFICE,a358ad2b-b01b-41a8-be40-5511aede3510-003b1d1a,1
140,HP3308,SEMINAR HP3308,012c3ed6-3448-47e9-8327-346034c8940e-0032fd51,209,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,1
140,HP3308,SEMINAR HP3308,012c3ed6-3448-47e9-8327-346034c8940e-0032fd51,224,HP3308A,A/V CLOSET,7d318c75-447d-4ef8-9c1f-27c12d2df25a-006b5bba,1
140,HP3308,SEMINAR HP3308,012c3ed6-3448-47e9-8327-346034c8940e-0032fd51,80,HP3306,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d538b,1
215,HP-C31E,ADMIN CORR. HP-C31E,c03294b1-3427-4409-992c-4d66fdf61132-004cdc1e,145,HP3140C,STAFF OFFICE,8af813fe-4ad8-4237-a09d-88f50defaa59-00349df0,1
215,HP-C31E,ADMIN CORR. HP-C31E,c03294b1-3427-4409-992c-4d66fdf61132-004cdc1e,146,HP3140D,STAFF OFFICE,8af813fe-4ad8-4237-a09d-88f50defaa59-00349df2,1
215,HP-C31E,ADMIN CORR. HP-C31E,c03294b1-3427-4409-992c-4d66fdf61132-004cdc1e,174,HP3140E,STAFF OFFICE,a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba9a4,1
215,HP-C31E,ADMIN CORR. HP-C31E,c03294b1-3427-4409-992c-4d66fdf61132-004cdc1e,91,HP3140F,STAFF OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ee,1
215,HP-C31E,ADMIN CORR. HP-C31E,c03294b1-3427-4409-992c-4d66fdf61132-004cdc1e,127,HP3140B,STAFF OFFICE,19efacc1-ae3b-4e9f-99ca-6fedd68a9eba-0031affe,1
373,HP-ST-403,STAIR 03 HP-ST-403,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af43e,348,HP-C41A,ADMIN CORR.,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,1
374,HP-C40A,PUBLIC CORR. HP-C40A,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af441,340,HP4013,TOILET,0d260a51-9937-4198-9d34-e7c16045e406-00476802,1
374,HP-C40A,PUBLIC CORR. HP-C40A,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af441,341,HP4015,ELECT,0d260a51-9937-4198-9d34-e7c16045e406-00476803,1
374,HP-C40A,PUBLIC CORR. HP-C40A,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af441,381,HP4017,DATA,a05fb23f-c6e1-479f-a1ac-3774cb666868-005b1a36,1
624,HP6100D,TOILET HP6100D,da8a46d6-1136-4470-b5ba-f309ba37c83c-00e26f28,618,HP-C61B,ADMIN CORRIDOR,092b4ff3-5418-42fa-a49d-bccb1fdd71a2-009c8686,1
286,HP4120N,CONF(8) HP4120N,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3fb5,399,HP-C41B,ADMIN CORR.,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,1
6,HP0010,MECHANICAL HP0010,cdfbc36f-396e-4ecc-980b-ac13b08f3161-004a2d95,20,HP0029,MDF,daf4cc29-8748-463b-9ed0-988770a8d426-00753e80,1
6,HP0010,MECHANICAL HP0010,cdfbc36f-396e-4ecc-980b-ac13b08f3161-004a2d95,25,HP0023,HK STORAGE,26787f4f-9729-4afd-96ac-a945b1bff3a5-00addd83,1
6,HP0010,MECHANICAL HP0010,cdfbc36f-396e-4ecc-980b-ac13b08f3161-004a2d95,24,HP0015,EQUIPMENT,c4042131-e75f-438f-814e-9ba0efb2a4d6-00ab5981,1
6,HP0010,MECHANICAL HP0010,cdfbc36f-396e-4ecc-980b-ac13b08f3161-004a2d95,21,HP0027,MAINT STAFF OFFICE,daf4cc29-8748-463b-9ed0-988770a8d426-00753e83,1
6,HP0010,MECHANICAL HP0010,cdfbc36f-396e-4ecc-980b-ac13b08f3161-004a2d95,14,HP0013,MAIN ELECTRICAL,ff2510ce-33d4-4edc-99ca-3d27bca6f364-005558e8,1
6,HP0010,MECHANICAL HP0010,cdfbc36f-396e-4ecc-980b-ac13b08f3161-004a2d95,22,HP0014,MAINTENANCE SHOP,c8c59508-fbc4-421f-8f17-658645ecbfc6-00a8c8d2,1
6,HP0010,MECHANICAL HP0010,cdfbc36f-396e-4ecc-980b-ac13b08f3161-004a2d95,15,HP0011,EMERG ELEC,ff2510ce-33d4-4edc-99ca-3d27bca6f364-00555a16,1
6,HP0010,MECHANICAL HP0010,cdfbc36f-396e-4ecc-980b-ac13b08f3161-004a2d95,7,HP1005,SERVICE AREAWAY,4ba18549-9c74-4ef6-8f75-163bdfda2351-004ab65b,1
6,HP0010,MECHANICAL HP0010,cdfbc36f-396e-4ecc-980b-ac13b08f3161-004a2d95,27,HP-ST-102,,1793b9fb-b174-4ff0-8b99-22be4f8cd621-00b88854,1
6,HP0010,MECHANICAL HP0010,cdfbc36f-396e-4ecc-980b-ac13b08f3161-004a2d95,10,HP-EL-1,ELEVATOR,01dcde21-cacf-4769-a509-88c3cf060c87-004ac8e8,1
6,HP0010,MECHANICAL HP0010,cdfbc36f-396e-4ecc-980b-ac13b08f3161-004a2d95,30,HP0025,HK WORKROOM,a464efa7-7cb8-4bcf-8950-765a1b688e69-013d948d,1
6,HP0010,MECHANICAL HP0010,cdfbc36f-396e-4ecc-980b-ac13b08f3161-004a2d95,17,HP-EL-2,ELEVATOR,60690624-7c29-4099-9d41-4a3a5837f222-005ec0bb,1
6,HP0010,MECHANICAL HP0010,cdfbc36f-396e-4ecc-980b-ac13b08f3161-004a2d95,19,HP0021,ATTIC STOCK,daf4cc29-8748-463b-9ed0-988770a8d426-00753e7d,1
25,HP0023,HK STORAGE HP0023,26787f4f-9729-4afd-96ac-a945b1bff3a5-00addd83,30,HP0025,HK WORKROOM,a464efa7-7cb8-4bcf-8950-765a1b688e69-013d948d,1
25,HP0023,HK STORAGE HP0023,26787f4f-9729-4afd-96ac-a945b1bff3a5-00addd83,6,HP0010,MECHANICAL,cdfbc36f-396e-4ecc-980b-ac13b08f3161-004a2d95,1
590,HP6010,TOILET HP6010,b2367e07-78e0-4885-b538-0c268e3ab3b6-0049e563,625,HP6010A,MAINT CLOSET,8edae312-eefb-4042-83af-5fef4d13a235-00f52ec2,1
590,HP6010,TOILET HP6010,b2367e07-78e0-4885-b538-0c268e3ab3b6-0049e563,591,HP6012,TOILET,b2367e07-78e0-4885-b538-0c268e3ab3b6-0049e564,1
591,HP6012,TOILET HP6012,b2367e07-78e0-4885-b538-0c268e3ab3b6-0049e564,625,HP6010A,MAINT CLOSET,8edae312-eefb-4042-83af-5fef4d13a235-00f52ec2,1
591,HP6012,TOILET HP6012,b2367e07-78e0-4885-b538-0c268e3ab3b6-0049e564,590,HP6010,TOILET,b2367e07-78e0-4885-b538-0c268e3ab3b6-0049e563,1
402,HP-EL-1,ELEVATOR HP-EL-1,bb9deb9c-9308-4235-b52c-58a3927e8235-00b09d44,302,HP-EL-2,ELEVATOR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e35b5,1
402,HP-EL-1,ELEVATOR HP-EL-1,bb9deb9c-9308-4235-b52c-58a3927e8235-00b09d44,302,HP-EL-2,ELEVATOR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e35b5,1
402,HP-EL-1,ELEVATOR HP-EL-1,bb9deb9c-9308-4235-b52c-58a3927e8235-00b09d44,402,HP-EL-1,ELEVATOR,bb9deb9c-9308-4235-b52c-58a3927e8235-00b09d44,1
402,HP-EL-1,ELEVATOR HP-EL-1,bb9deb9c-9308-4235-b52c-58a3927e8235-00b09d44,302,HP-EL-2,ELEVATOR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e35b5,1
402,HP-EL-1,ELEVATOR HP-EL-1,bb9deb9c-9308-4235-b52c-58a3927e8235-00b09d44,402,HP-EL-1,ELEVATOR,bb9deb9c-9308-4235-b52c-58a3927e8235-00b09d44,1
402,HP-EL-1,ELEVATOR HP-EL-1,bb9deb9c-9308-4235-b52c-58a3927e8235-00b09d44,394,HP4002,EAST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,1
402,HP-EL-1,ELEVATOR HP-EL-1,bb9deb9c-9308-4235-b52c-58a3927e8235-00b09d44,402,HP-EL-1,ELEVATOR,bb9deb9c-9308-4235-b52c-58a3927e8235-00b09d44,1
402,HP-EL-1,ELEVATOR HP-EL-1,bb9deb9c-9308-4235-b52c-58a3927e8235-00b09d44,302,HP-EL-2,ELEVATOR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e35b5,1
402,HP-EL-1,ELEVATOR HP-EL-1,bb9deb9c-9308-4235-b52c-58a3927e8235-00b09d44,402,HP-EL-1,ELEVATOR,bb9deb9c-9308-4235-b52c-58a3927e8235-00b09d44,1
402,HP-EL-1,ELEVATOR HP-EL-1,bb9deb9c-9308-4235-b52c-58a3927e8235-00b09d44,302,HP-EL-2,ELEVATOR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e35b5,1
402,HP-EL-1,ELEVATOR HP-EL-1,bb9deb9c-9308-4235-b52c-58a3927e8235-00b09d44,402,HP-EL-1,ELEVATOR,bb9deb9c-9308-4235-b52c-58a3927e8235-00b09d44,1
402,HP-EL-1,ELEVATOR HP-EL-1,bb9deb9c-9308-4235-b52c-58a3927e8235-00b09d44,302,HP-EL-2,ELEVATOR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e35b5,1
402,HP-EL-1,ELEVATOR HP-EL-1,bb9deb9c-9308-4235-b52c-58a3927e8235-00b09d44,302,HP-EL-2,ELEVATOR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e35b5,1
402,HP-EL-1,ELEVATOR HP-EL-1,bb9deb9c-9308-4235-b52c-58a3927e8235-00b09d44,402,HP-EL-1,ELEVATOR,bb9deb9c-9308-4235-b52c-58a3927e8235-00b09d44,1
535,HP6100P,OFFICE HP6100P,1ba13095-4a3a-4dfb-bb79-e671735cf6e1-002bf744,552,HP6100M,OFFICE,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d94f8,1
535,HP6100P,OFFICE HP6100P,1ba13095-4a3a-4dfb-bb79-e671735cf6e1-002bf744,613,HP-C61A,ADMIN CORR.,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089c145,1
535,HP6100P,OFFICE HP6100P,1ba13095-4a3a-4dfb-bb79-e671735cf6e1-002bf744,556,HP6100N,OFFICE,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d94fe,1
535,HP6100P,OFFICE HP6100P,1ba13095-4a3a-4dfb-bb79-e671735cf6e1-002bf744,589,HP6100Q,OFFICE,0ecb5947-ac96-4b12-aa87-c41974f6cf03-00493b2f,1
75,HP3120W,OFFICE HP3120W,1ba13095-4a3a-4dfb-bb79-e671735cf6e1-002bf766,196,HP3120U,OFFICE,982b0bb1-46e5-4274-9a86-28aa970acb89-00467b14,1
75,HP3120W,OFFICE HP3120W,1ba13095-4a3a-4dfb-bb79-e671735cf6e1-002bf766,104,HP3120Y,OFFICE,68c653fb-30e1-494c-bec5-0fa0e8d41836-002e1f52,1
75,HP3120W,OFFICE HP3120W,1ba13095-4a3a-4dfb-bb79-e671735cf6e1-002bf766,150,HP3120P,CHAIR OFFICE,fa7b4a67-9991-4750-8563-132eb7ac0cc5-003609f4,1
75,HP3120W,OFFICE HP3120W,1ba13095-4a3a-4dfb-bb79-e671735cf6e1-002bf766,233,HP-C31B,ADMIN CORR.,6769fb4e-8f5e-43fe-8c59-0352e7262f5c-00898fc5,1
75,HP3120W,OFFICE HP3120W,1ba13095-4a3a-4dfb-bb79-e671735cf6e1-002bf766,175,HP3120S,OFFICE,66012009-ce1e-488e-95c7-106a3df10f70-003bac5a,1
75,HP3120W,OFFICE HP3120W,1ba13095-4a3a-4dfb-bb79-e671735cf6e1-002bf766,109,HP3120V,OFFICE,ca3b91b7-bf10-48e0-a639-693902af65e9-00310222,1
75,HP3120W,OFFICE HP3120W,1ba13095-4a3a-4dfb-bb79-e671735cf6e1-002bf766,162,HP3120R,OFFICE,884db1d5-5f47-48ab-9ebd-e94c513092d2-003ad87c,1
75,HP3120W,OFFICE HP3120W,1ba13095-4a3a-4dfb-bb79-e671735cf6e1-002bf766,126,HP3120Q,OFFICE,19efacc1-ae3b-4e9f-99ca-6fedd68a9eba-0031aff6,1
519,HP5010A,JAN HP5010A,3594f68d-5d49-43fa-8487-da461b132818-011e0d2f,460,HP5010,TOILET,333415c1-b105-4983-be56-18432592632a-004722cb,1
519,HP5010A,JAN HP5010A,3594f68d-5d49-43fa-8487-da461b132818-011e0d2f,461,HP5012,TOILET,333415c1-b105-4983-be56-18432592632a-004722cc,1
78,HP3205,DIAGNOSTIC CLASS LAB HP3205,7d138358-9f87-4466-8f01-402102411f74-002c1be5,212,HP3205A,DIAGNOSTIC CLASS LAB STORAGE,159f9a9b-0941-4e5b-a63b-33cce400eb7b-004cdadc,1
229,HP-C30B,PUBLIC CORR. HP-C30B,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-008469ef,83,HP3208,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d5,1
229,HP-C30B,PUBLIC CORR. HP-C30B,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-008469ef,84,HP3206,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d6,1
229,HP-C30B,PUBLIC CORR. HP-C30B,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-008469ef,226,HP3010C,MEDITATION,080fb163-97a4-4ffb-bc78-8c98df03bef8-006d2059,1
229,HP-C30B,PUBLIC CORR. HP-C30B,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-008469ef,238,HP3207,DATA,8f8a98cb-64bc-42ae-9d99-d208628062c0-009af99c,1
229,HP-C30B,PUBLIC CORR. HP-C30B,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-008469ef,212,HP3205A,DIAGNOSTIC CLASS LAB STORAGE,159f9a9b-0941-4e5b-a63b-33cce400eb7b-004cdadc,1
229,HP-C30B,PUBLIC CORR. HP-C30B,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-008469ef,232,HP3014,ELECT,d17140ae-73d7-4137-8f33-31de6e23511e-0087fd3c,1
29,HP1000C,PREFUNCTION HP1000C,2c0d3547-87ca-45c6-b1fe-ce310deaa504-00d515a8,12,HP1200B,VESTIBULE,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004acce8,1
29,HP1000C,PREFUNCTION HP1000C,2c0d3547-87ca-45c6-b1fe-ce310deaa504-00d515a8,11,HP1200A,VESTIBULE,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004acce5,1
516,HP5005,COLLAB HP5005,4f3ff57c-08dc-4a37-9347-9ef8d0602b44-00b8948b,412,HP5205,FOUNDATION SKILLS,6acf317e-b7cb-4225-a9ba-636eea3772fe-002be051,1
516,HP5005,COLLAB HP5005,4f3ff57c-08dc-4a37-9347-9ef8d0602b44-00b8948b,509,HP5002,EAST ATRIUM,df48f3eb-9846-4bae-a20f-b098c9e0b842-0089b68d,1
217,HP3304A,AV CLO. HP3304A,bb511760-c82f-4172-b36f-de8e7094d280-005e5509,79,HP3304,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d5389,1
217,HP3304A,AV CLO. HP3304A,bb511760-c82f-4172-b36f-de8e7094d280-005e5509,209,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,1
405,HP4005,COLLAB HP4005,4f3ff57c-08dc-4a37-9347-9ef8d0602b44-00b894f5,394,HP4002,EAST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,1
405,HP4005,COLLAB HP4005,4f3ff57c-08dc-4a37-9347-9ef8d0602b44-00b894f5,407,HP4312A,AV CLO,e1ca5255-0d85-472b-baeb-df68c8a9f560-00c46424,1
405,HP4005,COLLAB HP4005,4f3ff57c-08dc-4a37-9347-9ef8d0602b44-00b894f5,249,HP4312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1f,1
515,HP5020,EQUIP. HP5020,86b73b17-7390-4f21-a8ed-1c1247bdfcc6-00b88c1a,412,HP5205,FOUNDATION SKILLS,6acf317e-b7cb-4225-a9ba-636eea3772fe-002be051,1
515,HP5020,EQUIP. HP5020,86b73b17-7390-4f21-a8ed-1c1247bdfcc6-00b88c1a,414,HP5209,MAKERSPACE MEDIA LAB,02e8bcb1-d354-4633-936e-deb3c8a27a36-002bfcca,1
515,HP5020,EQUIP. HP5020,86b73b17-7390-4f21-a8ed-1c1247bdfcc6-00b88c1a,511,HP-C50B,PUBLIC CORR.,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b9e5,1
243,HP3010D,ELECT HP3010D,7a8be452-8a51-4415-8321-f24ba84a7a2d-0132a325,236,HP5220,ADMIN CORR.,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d5,1
243,HP3010D,ELECT HP3010D,7a8be452-8a51-4415-8321-f24ba84a7a2d-0132a325,226,HP3010C,MEDITATION,080fb163-97a4-4ffb-bc78-8c98df03bef8-006d2059,1
243,HP3010D,ELECT HP3010D,7a8be452-8a51-4415-8321-f24ba84a7a2d-0132a325,125,HP3151,RESEARCH,19efacc1-ae3b-4e9f-99ca-6fedd68a9eba-0031af06,1
243,HP3010D,ELECT HP3010D,7a8be452-8a51-4415-8321-f24ba84a7a2d-0132a325,171,HP3140L,STAFF OFFICE,a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba89e,1
243,HP3010D,ELECT HP3010D,7a8be452-8a51-4415-8321-f24ba84a7a2d-0132a325,172,HP3140M,STAFF OFFICE,a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba8a6,1
411,HP4130E,ELECT HP4130E,7a8be452-8a51-4415-8321-f24ba84a7a2d-0132a330,391,HP4209,WELLNESS,ba831953-ab96-4132-a9be-093afd6c2829-006d409a,1
411,HP4130E,ELECT HP4130E,7a8be452-8a51-4415-8321-f24ba84a7a2d-0132a330,267,HP4151,RESEARCH,a590d2e2-cc1f-4e02-a892-94f67903f45e-003297eb,1
411,HP4130E,ELECT HP4130E,7a8be452-8a51-4415-8321-f24ba84a7a2d-0132a330,298,HP4140K,STAFF OFFICE,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52d3,1
411,HP4130E,ELECT HP4130E,7a8be452-8a51-4415-8321-f24ba84a7a2d-0132a330,299,HP4140L,STAFF OFFICE,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52db,1
411,HP4130E,ELECT HP4130E,7a8be452-8a51-4415-8321-f24ba84a7a2d-0132a330,397,HP5226,ADMIN CORR.,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089b134,1
222,HP3208A,AV CLO. HP3208A,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a49,82,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,1
222,HP3208A,AV CLO. HP3208A,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a49,83,HP3208,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d5,1
222,HP3208A,AV CLO. HP3208A,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a49,84,HP3206,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d6,1
222,HP3208A,AV CLO. HP3208A,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a49,223,HP3206A,AV CLO.,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a4c,1
223,HP3206A,AV CLO. HP3206A,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a4c,82,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,1
223,HP3206A,AV CLO. HP3206A,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a4c,83,HP3208,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d5,1
223,HP3206A,AV CLO. HP3206A,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a4c,84,HP3206,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d6,1
223,HP3206A,AV CLO. HP3206A,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a4c,222,HP3208A,AV CLO.,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a49,1
65,HP2014,TOILET HP2014,ebb6b8fe-2b37-4fd6-94c3-78ab74a5f3ea-006bf4bc,69,HP-C20A,PUBLIC CORR.,0cfb6f7a-39e0-4c8a-9afd-a6993cdcc558-0089c727,1
508,HP5019,ELECT HP5019,dcd15c5b-e942-469f-bbaa-8b1e33974049-00880976,511,HP-C50B,PUBLIC CORR.,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b9e5,1
100,HP3140FF,OFFICE HP3140FF,68c653fb-30e1-494c-bec5-0fa0e8d41836-002e1f3e,102,HP3140DD,OFFICE,68c653fb-30e1-494c-bec5-0fa0e8d41836-002e1f40,1
