Index,Room Number,Room Name,Room Unique ID,Polygon Points,Touching Wall Unique IDs,Area,Centroid,Level
264,HP4205,PEDIATRIC CLASS LAB,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c2e0,"[(5859.0922984685922, 1459.9248967638225), (5876.7381318019261, 1459.9248967638225), (5876.738131801927, 1486.4769800971487), (5856.7381318019234, 1486.4769800971487), (5856.7381318019234, 1480.6123967638241), (5845.7225323013854, 1480.6123967638241), (5845.4620901352573, 1480.6123967638243), (5834.8422984685922, 1480.6123967638243), (5834.8422984685922, 1480.3864384304895), (5834.8422984685922, 1461.362396763823), (5834.8422984685922, 1459.9248967638227), (5841.0506318019252, 1459.9248967638227), (5843.5506318019252, 1459.9248967638227), (5845.7172984685913, 1459.9248967638227)]","['cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-006400d1', '21c44263-50e5-4a62-9bfb-c9e1fc357d12-00c9ef88', '0a183aa1-55c5-49e1-8e95-5412d163ff62-006b51a3', '8f8a98cb-64bc-42ae-9d99-d208628062c0-009b01c8', '21c44263-50e5-4a62-9bfb-c9e1fc357d12-00c9f59d', '21c44263-50e5-4a62-9bfb-c9e1fc357d12-00c9f59d', 'd17140ae-73d7-4137-8f33-31de6e23511e-0087fd86', 'cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-00640236', 'cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-00640236', 'cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-00640236', 'cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-006400d1', 'cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-006400d1', 'cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-006400d1', 'cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-006400d1']",984.0117187481372,"(5857.0951786549467, 1471.8511167944378)",4
265,HP4140C,STAFF OFFICE,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b9,"[(5778.7172984685913, 1458.2530217241331), (5788.2954234685958, 1458.2530217241331), (5788.2954234685958, 1468.6019800060913), (5778.133965135261, 1468.6019800060913), (5778.133965135261, 1459.1332300574666), (5778.7172984685913, 1459.1332300574666)]","['51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3ae', '51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b2', '7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52c6', '7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b4e9a']",104.64705351181328,"(5783.2381920725966, 1463.450730273277)",4
266,HP4140B,RESOURCE CENTER,23e6edb3-00b6-4ba6-9b12-c0d77cf20336-00327b99,"[(5788.2954234685958, 1490.1436467638232), (5778.1547984685922, 1490.1436467638232), (5778.1547984685922, 1490.0978967638255), (5778.1547984685922, 1484.1332300574666), (5778.7172984685913, 1484.1332300574666), (5778.7172984685913, 1481.9665633908), (5778.1547984685922, 1481.9665633908), (5778.1547984685922, 1469.0082300060913), (5788.2954234685958, 1469.0082300060913), (5788.2954234685958, 1479.341537919347), (5788.2954234685958, 1479.6019800854754)]","['51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3aa', 'b7033962-81ae-4c6f-8077-1382ad353b3c-0098d542', 'b7033962-81ae-4c6f-8077-1382ad353b3c-0098d542', 'b7033962-81ae-4c6f-8077-1382ad353b3c-0098d542', '7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52c6', '51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b2', '51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b2', 'b2115fb8-ad55-4973-a6da-4662e3c33e5f-0139a5f3']",213.10758555866775,"(5783.2524993436209, 1479.556071018156)",4
267,HP4151,RESEARCH,a590d2e2-cc1f-4e02-a892-94f67903f45e-003297eb,"[(5805.1756318019288, 1438.0331467521432), (5805.1756318019288, 1437.9873967521432), (5822.7797984685903, 1437.9873967521432), (5822.7797984685903, 1459.3207300971562), (5815.7641734685903, 1459.3207300971562), (5810.7172984685913, 1459.3207300971565), (5810.7172984685913, 1456.9665633908), (5808.5506318019252, 1456.9665633908), (5808.5506318019252, 1459.3207300971565), (5805.1756318019288, 1459.3207300971565)]","['cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-006400d4', 'cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-006400da', 'cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-0064023f', '8a42553d-a847-4ea2-89c5-503a72d98b64-00bfbe39', '8a42553d-a847-4ea2-89c5-503a72d98b64-00bfbe39', '8a42553d-a847-4ea2-89c5-503a72d98b64-00bfbe39', 'cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-006400d4']",370.4548612330109,"(5814.0375230621039, 1448.5234038708593)",4
268,HP4306,SEMINAR,b3065094-86ab-4d77-9287-663e2d01caf4-0032d149,"[(5924.9100324137171, 1557.0915634304893), (5924.9047985809211, 1557.0915634304893), (5924.9047985809211, 1553.4405217638227), (5924.9047985809211, 1552.1436467521435), (5924.9047985809211, 1543.7531874228396), (5924.9047985809211, 1537.5498967521432), (5962.1339652475872, 1537.549896752143), (5962.1339652475872, 1557.091563430489)]","['775a8367-8cb6-431f-8b71-08852f24c19b-0065a35d', '9b1c70ee-44e3-4db4-a0e2-9e766c6b7614-00aefa0a', '9b1c70ee-44e3-4db4-a0e2-9e766c6b7614-00aefa0a', '9b1c70ee-44e3-4db4-a0e2-9e766c6b7614-00aefa0a', '9b1c70ee-44e3-4db4-a0e2-9e766c6b7614-00aefa0a', '775a8367-8cb6-431f-8b71-08852f24c19b-0065a38c', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1be', '775a8367-8cb6-431f-8b71-08852f24c19b-0065a35d']",727.519965711981,"(5943.5193819158558, 1547.3207300917379)",4
269,HP4120AA,CONF(24),7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3f30,"[(5750.9516734685931, 1546.5384383834626), (5761.3891734685931, 1546.5384383834626), (5771.821465135261, 1546.5384383834626), (5771.821465135261, 1576.3832300574675), (5771.821465135261, 1576.5394800574672), (5762.0610484685958, 1576.5394800574672), (5760.7120901352591, 1576.5394800574672), (5750.9516734685931, 1576.5394800574672)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d367d', 'ba831953-ab96-4132-a9be-093afd6c2829-006d367d', 'bf646c8c-df76-4866-b6ad-30e8362c0413-0098df2e', 'bf646c8c-df76-4866-b6ad-30e8362c0413-0098df2e', '07f62be8-345c-4fd5-b3fc-ddd2d4e5935e-0132ee63', '07f62be8-345c-4fd5-b3fc-ddd2d4e5935e-0132ee63', '07f62be8-345c-4fd5-b3fc-ddd2d4e5935e-0132ee63', 'bf646c8c-df76-4866-b6ad-30e8362c0413-0098df2b']",626.1154895201324,"(5761.3865692999116, 1561.538959219969)",4
270,HP4140A,CONF(8),7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3f32,"[(5771.821465135261, 1490.0978967638255), (5771.821465135261, 1490.1436467638255), (5771.3214651352619, 1490.1436467638255), (5750.9516734685931, 1490.1436467638255), (5750.9516734685931, 1490.0978967638255), (5750.9516734685931, 1477.6436467638255), (5757.7954234685922, 1477.6436467638255), (5764.9204234685931, 1477.6436467638255), (5771.7757151352607, 1477.6436467638255), (5771.821465135261, 1477.6436467638255)]","['7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3f31', '7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3fc5', '7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3fc5', 'bf646c8c-df76-4866-b6ad-30e8362c0413-0098df31', 'bf646c8c-df76-4866-b6ad-30e8362c0413-0098df31', '7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3fc6', '7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3fc6', '7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3fc6', '7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3fc6', '7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3f31']",260.87239583581686,"(5761.3865692837699, 1483.893646759137)",4
271,HP4161D,WS,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3f33,"[(5757.7954234685922, 1458.357188430492), (5757.7954234685922, 1465.4873967638252), (5750.5454234685922, 1465.4873967638252), (5750.5454234685922, 1458.357188430492)]",[],51.694010416977115,"(5754.1704234571844, 1461.9222925941924)",4
272,HP4161E,WS,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3f34,"[(5757.7954234685922, 1465.4873967638252), (5757.7954234685922, 1458.357188430492), (5764.9204234685931, 1458.357188430492), (5764.9204234685931, 1465.4873967638252)]",[],50.802734375,"(5761.3579234688996, 1461.9222925972435)",4
273,HP4161F,WS,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3f35,"[(5772.227715135261, 1465.4873967638252), (5764.9204234685931, 1465.4873967638252), (5764.9204234685931, 1458.357188430492), (5772.227715135261, 1458.357188430492), (5772.227715135261, 1458.638438430492)]",[],52.102511936798685,"(5768.5740692638465, 1461.9222925876356)",4
274,HP4161A,WS,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3f36,"[(5757.7954234685922, 1477.2373967638255), (5750.7485484685931, 1477.2373967638255), (5750.5454234685922, 1477.2373967638255), (5750.5454234685922, 1470.0394800971587), (5757.7954234685922, 1470.0394800971587)]","['7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3fc6', '7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3fc6']",52.18489583209157,"(5754.1704235144998, 1473.6384384421792)",4
275,HP4161B,WS,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3f37,"[(5764.9204234685931, 1477.2373967638255), (5757.7954234685922, 1477.2373967638255), (5757.7954234685922, 1470.0394800971587), (5764.9204234685931, 1470.0394800971587)]",['7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3fc6'],51.285156251862645,"(5761.3579233991186, 1473.6384384127464)",4
276,HP4161C,WS,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3f38,"[(5772.227715135261, 1477.2373967638255), (5764.9204234685931, 1477.2373967638255), (5764.9204234685931, 1470.0394800971587), (5772.227715135261, 1470.0394800971587), (5772.227715135261, 1470.9561467638255)]",['7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3fc6'],52.59727647528052,"(5768.5740693174266, 1473.6384384344101)",4
277,HP4161K,WS,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3f39,"[(5750.5454234685922, 1439.6128805119151), (5757.7954234685922, 1439.6128805119151), (5757.7954234685922, 1446.7326721785819), (5750.5454234685922, 1446.7326721785819)]",[],51.618489583022885,"(5754.1704234798945, 1443.172776348136)",4
278,HP4161L,WS,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3f3a,"[(5757.7954234685922, 1439.6128805119151), (5764.9204234685931, 1439.6128805119151), (5764.9204234685931, 1446.7326721785819), (5757.7954234685922, 1446.7326721785819)]",[],50.72851562593132,"(5761.3579234336175, 1443.1727763364981)",4
279,HP4161M,WS,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3f3b,"[(5764.9204234685931, 1439.6128805119151), (5772.227715135261, 1439.6128805119151), (5772.227715135261, 1446.7326721785819), (5764.9204234685931, 1446.7326721785819)]",[],52.02639431413263,"(5768.5740693060288, 1443.1727763462866)",4
280,HP4161G,WS,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3f3c,"[(5757.7954234685922, 1458.357188430492), (5750.5454234685922, 1458.357188430492), (5750.5454234685922, 1458.0342717638252), (5750.5454234685922, 1451.2373967638252), (5757.7954234685922, 1451.2373967638252)]",[],51.618489583022885,"(5754.1704234800864, 1454.7972926000302)",4
281,HP4161H,WS,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3f3d,"[(5764.9204234685931, 1458.357188430492), (5757.7954234685922, 1458.357188430492), (5757.7954234685922, 1451.2373967638252), (5764.9204234685931, 1451.2373967638252)]",[],50.72851562593132,"(5761.357923433422, 1454.7972925882771)",4
282,HP4161J,WS,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3f3e,"[(5772.227715135261, 1458.357188430492), (5764.9204234685931, 1458.357188430492), (5764.9204234685931, 1451.2373967638252), (5772.227715135261, 1451.2373967638252), (5772.227715135261, 1458.0863550971585)]",[],52.0263943132013,"(5768.5740693407315, 1454.7972926069758)",4
283,HP4149A,WS,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3fae,"[(5757.7954234685931, 1536.1123967241342), (5750.5454234685922, 1536.1123967241342), (5750.5454234685922, 1528.893646724134), (5750.5454234685922, 1528.8623967241349), (5750.9765901352612, 1528.8623967241349), (5757.7954234685931, 1528.8623967241349)]",['ba831953-ab96-4132-a9be-093afd6c2829-006d35b7'],52.5625,"(5754.1704234685685, 1532.4873967241117)",4
284,HP4149B,WS,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3faf,"[(5764.89959013526, 1536.1123967241342), (5761.3891734685931, 1536.1123967241342), (5757.7954234685931, 1536.1123967241342), (5757.7954234685931, 1528.8623967241349), (5764.89959013526, 1528.8623967241349)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d35b7', 'ba831953-ab96-4132-a9be-093afd6c2829-006d35b7']",51.50520833209157,"(5761.347506847871, 1532.4873967364672)",4
285,HP4149C,WS,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3fb0,"[(5772.2020901352598, 1536.1123967241342), (5764.89959013526, 1536.1123967241342), (5764.89959013526, 1528.8623967241349), (5772.2020901352598, 1528.8623967241349)]",['ba831953-ab96-4132-a9be-093afd6c2829-006d35b7'],52.94312500022352,"(5768.5508401270426, 1532.487396721873)",4
286,HP4120N,CONF(8),7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3fb5,"[(5750.9516734685931, 1506.0394800574672), (5771.821465135261, 1506.0394800574672), (5771.821465135261, 1517.565521724134), (5750.9516734685931, 1517.565521724134)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d35b9', 'ba831953-ab96-4132-a9be-093afd6c2829-006d35ba', 'ba831953-ab96-4132-a9be-093afd6c2829-006d35bb', 'bf646c8c-df76-4866-b6ad-30e8362c0413-0098dfaa']",240.5460883248597,"(5761.3865693004063, 1511.8025008903637)",4
287,HP4149D,WS,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b405a,"[(5750.524590135261, 1526.3832300574672), (5750.524590135261, 1519.1071883908005), (5757.7954234685931, 1519.1071883908005), (5757.7954234685931, 1526.3832300574672)]",['caa1e295-bbd0-42a7-9eac-e7b7634c797f-013febf1'],52.902886286377914,"(5754.1600067416821, 1522.7452092081198)",4
288,HP4149E,WS,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b405b,"[(5764.89959013526, 1526.3832300574672), (5757.7954234685931, 1526.3832300574672), (5757.7954234685931, 1519.1071883908005), (5764.89959013526, 1519.1071883908005)]",['caa1e295-bbd0-42a7-9eac-e7b7634c797f-013febf1'],51.690212672576315,"(5761.3475068406278, 1522.7452092343021)",4
289,HP4149F,WS,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b405c,"[(5772.227715135261, 1519.1071883908005), (5772.227715135261, 1524.8155217241342), (5772.2020901352598, 1524.8155217241342), (5772.2020901352598, 1526.3832300574672), (5764.89959013526, 1526.3832300574672), (5764.89959013526, 1519.1071883908005)]",['caa1e295-bbd0-42a7-9eac-e7b7634c797f-013febf1'],53.27957031317055,"(5768.560899586967, 1522.7430571906982)",4
290,HP4120Y,HUDDLE,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b407b,"[(5750.9516734685931, 1586.9457300574672), (5750.9516734685931, 1576.9457300574672), (5760.5350068019261, 1576.9457300574672), (5760.5350068019279, 1586.9457300574672)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d35fd', '07f62be8-345c-4fd5-b3fc-ddd2d4e5935e-0132ee63', '07f62be8-345c-4fd5-b3fc-ddd2d4e5935e-0132ee6a', 'ba831953-ab96-4132-a9be-093afd6c2829-006d35ff']",95.83333333302288,"(5755.7433401417074, 1581.945730059231)",4
291,HP4140BB,HUDDLE,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b407d,"[(5733.7589650794789, 1430.2165634304902), (5733.7589650794789, 1421.1540635693227), (5750.5506318019252, 1421.1540635693227), (5750.5506318019252, 1430.143646752143), (5745.1307567461463, 1430.143646752143), (5743.8370901097305, 1430.143646752143), (5743.8370901097305, 1430.2165634304902)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3a9d', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3914']",151.6849481817335,"(5742.1385359846272, 1425.6708075649267)",4
292,HP4100A,COLLAB HUB,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b411d,"[(5738.1756317461459, 1609.6332300574668), (5738.1756317461459, 1597.5498967241335), (5744.6287567461459, 1597.5498967241335), (5744.6287567461459, 1609.6332300574668)]",['d4bc17b6-4013-4469-bf1c-c11a6e2ac16b-0086ab87'],77.97526041790843,"(5741.4021942155969, 1603.5915633822424)",4
293,HP4133,COLLAB,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b41cb,"[(5757.7954234685922, 1439.6128805119151), (5750.5454234685922, 1439.6128805119151), (5750.5454234685922, 1436.5811467521437), (5772.227715135261, 1436.5811467521437), (5772.227715135261, 1439.6128805119151), (5764.9204234685931, 1439.6128805119151)]",[],65.73493563383818,"(5761.3865693373764, 1438.0970136409023)",4
294,HP4120A,WORKROOM / STORAGE,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b41e0,"[(5771.821465135261, 1587.3519800574672), (5771.821465135261, 1597.0978967241335), (5771.821465135261, 1597.1436467241335), (5750.9516734685931, 1597.1436467241335), (5750.9516734685931, 1587.3519800574672), (5760.712090135261, 1587.3519800574672), (5762.061048468594, 1587.3519800574672)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d35b8', 'ba831953-ab96-4132-a9be-093afd6c2829-006d35b8', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3656', 'ba831953-ab96-4132-a9be-093afd6c2829-006d35fd', 'ba831953-ab96-4132-a9be-093afd6c2829-006d35ff', 'ba831953-ab96-4132-a9be-093afd6c2829-006d35ff', 'ba831953-ab96-4132-a9be-093afd6c2829-006d35ff']",204.35004340298477,"(5761.3865693000407, 1592.2478133902866)",4
295,HP4120C,STAFF OFFICE,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b5047,"[(5771.821465135261, 1576.9457300574672), (5771.821465135261, 1586.9457300574672), (5762.238131801927, 1586.9457300574672), (5762.2381318019288, 1576.9457300574672)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d35b8', 'ba831953-ab96-4132-a9be-093afd6c2829-006d35ff', '07f62be8-345c-4fd5-b3fc-ddd2d4e5935e-0132ee64', '07f62be8-345c-4fd5-b3fc-ddd2d4e5935e-0132ee63']",95.83333333302288,"(5767.0297984747494, 1581.9457300592051)",4
296,HP4130C,TOILET,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52c7,"[(5798.8631318019288, 1490.1436467638232), (5790.3214651523786, 1490.1436467638232), (5790.3214651523786, 1479.8571884188086), (5798.8631318019288, 1479.8571884188086), (5798.8631318019288, 1490.0978967638232)]","['51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3aa', '0e3e601d-77b4-49ab-b726-ffa51155c42d-007dd788', '7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52c8', '7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52c9', '7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52c9']",87.86349819041789,"(5794.5922984153549, 1485.0004175754507)",4
297,HP4140J,STAFF OFFICE,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52ca,"[(5788.7016734685958, 1479.3467717521421), (5788.7016734685958, 1469.0082300060913), (5798.8631318019288, 1469.0082300060913), (5798.8631318019288, 1479.3467717521421), (5790.1443818190455, 1479.3467717521421)]","['51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b2', '7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52c6', '7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52c9', '7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52c8', '7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52c8']",105.05466118082404,"(5793.7824026187018, 1474.1775008749294)",4
298,HP4140K,STAFF OFFICE,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52d3,"[(5805.1756318019288, 1479.6228134304902), (5805.1756318019288, 1470.049896752143), (5815.5610484685903, 1470.049896752143), (5815.5610484685903, 1479.6228134304902), (5810.6652151352582, 1479.6228134304902), (5808.60271513526, 1479.6228134304902)]","['cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-006400d4', 'cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-006400d5', 'cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-0064023e', 'cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-006400d6', 'cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-006400d6', 'cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-006400d6']",99.41872842051087,"(5810.3683401227036, 1474.8363550881993)",4
299,HP4140L,STAFF OFFICE,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52db,"[(5805.1756318019288, 1469.643646752143), (5805.1756318019288, 1459.7269800971565), (5808.5506318019252, 1459.7269800971565), (5810.7172984685913, 1459.7269800971565), (5815.5610484685903, 1459.7269800971562), (5815.5610484685903, 1469.643646752143)]","['cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-006400d4', '8a42553d-a847-4ea2-89c5-503a72d98b64-00bfbe39', '8a42553d-a847-4ea2-89c5-503a72d98b64-00bfbe39', '8a42553d-a847-4ea2-89c5-503a72d98b64-00bfbe39', 'cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-0064023e', 'cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-006400d5']",102.98871515505016,"(5810.3683401610597, 1464.6853134311214)",4
300,HP4130A,COLLAB HUB,636b049e-73f5-4258-a0b1-a7d6cdb0fdd2-003e0d93,"[(5738.5506317461459, 1493.367605057467), (5738.5506317461459, 1490.5498967638232), (5744.6287567461459, 1490.5498967638232), (5744.8318817461459, 1490.5498967638255), (5744.8318817461459, 1502.3895634188098), (5744.8318817461459, 1502.5498967638232), (5744.6287567461459, 1502.5498967638232), (5738.5506317461459, 1502.5498967638232)]","['e03a215d-9550-48c7-a4b1-84950f773570-0086c432', 'e03a215d-9550-48c7-a4b1-84950f773570-0086c432', 'e03a215d-9550-48c7-a4b1-84950f773570-0086c431', 'e03a215d-9550-48c7-a4b1-84950f773570-0086c431']",75.375,"(5741.6912567461304, 1496.5498967638591)",4
301,HP4130B,PANTRY,636b049e-73f5-4258-a0b1-a7d6cdb0fdd2-003e0dc4,"[(5750.727715135261, 1490.5498967638255), (5750.7485484685931, 1490.5498967638255), (5771.3214651352619, 1490.5498967638255), (5772.1912568019288, 1490.5498967638255), (5772.1912568019288, 1502.6332300854763), (5771.821465135261, 1502.6332300854763), (5771.821465135261, 1503.6540633908003), (5771.821465135261, 1505.6332300574672), (5750.9881318019252, 1505.6332300574672), (5750.9881318019252, 1502.8415634188098), (5744.8318817461459, 1502.8415634188098), (5744.8318817461459, 1490.5498967638255), (5745.165215079478, 1490.5498967638255), (5750.2465484685927, 1490.5498967638255)]","['7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3fc5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d35ba', 'ba831953-ab96-4132-a9be-093afd6c2829-006d35ba', 'ba831953-ab96-4132-a9be-093afd6c2829-006d35b9', 'ba831953-ab96-4132-a9be-093afd6c2829-006d35fe']",394.37499978207046,"(5758.9356067200488, 1497.8067431721286)",4
302,HP-EL-2,ELEVATOR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e35b5,"[(5873.5610484686003, 1577.7634639019332), (5873.5610484686003, 1585.6384384024796), (5862.7277151352664, 1585.6384384024796), (5862.7277151352664, 1577.6332300411282), (5873.5610484686003, 1577.6332300411282)]","['775a8367-8cb6-431f-8b71-08852f24c19b-0065a2d4', 'bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a1537', 'bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a1668', '775a8367-8cb6-431f-8b71-08852f24c19b-0065a2d4']",86.72309057973325,"(5868.1443818378166, 1581.6358342314363)",4
303,HP-ST-402,STAIR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e35bb,"[(5958.5714652475872, 1610.9873967638225), (5959.0506318019252, 1611.7375607941372), (5959.0506318019252, 1612.9249310610562), (5958.8735484685913, 1612.9249310610562), (5958.8735484685913, 1612.6436810610562), (5928.415215247589, 1612.6436810610564), (5928.415215247589, 1607.133230134687), (5923.6443818019261, 1607.133230134687), (5923.6443818019261, 1598.3207300971558), (5928.4516735809229, 1598.3207300971558), (5928.4516735809229, 1597.3625607941369), (5958.1860485809202, 1597.3625607941367), (5958.1860485809202, 1597.0708941274704), (5958.5714652475881, 1597.0708941274704), (5958.5714652475881, 1597.5498967638225), (5959.1131319142542, 1597.5498967638243), (5959.1131319142542, 1609.5498967638257), (5958.5714652475872, 1609.5498967638257), (5958.5714652475872, 1609.6123967638241), (5958.5714652475872, 1610.3832300971558)]","['59fc81d5-d308-4a06-a34b-9c4ad412e942-0108303c', '81b42730-0891-41c0-ba03-d007a5b2540a-011d66a5', '7d318c75-447d-4ef8-9c1f-27c12d2df25a-006b6d98', '7d318c75-447d-4ef8-9c1f-27c12d2df25a-006b6d97', '0e302d81-f673-47bc-a42d-305052b83328-009ab901', '7d318c75-447d-4ef8-9c1f-27c12d2df25a-006b6d96', '1342c34f-a258-46a8-87f9-cec7d556e78f-00c5b8b8', '81b42730-0891-41c0-ba03-d007a5b2540a-011d66a6', 'e4ff15b1-0f15-4cb9-a744-cf23617afa38-00c45959', '1e0d3506-ffd0-43ce-8e2e-92265945e102-0132fa20', '85b6f845-70a5-40a6-ac26-dbdf0ca56ab1-01323773', '1e0d3506-ffd0-43ce-8e2e-92265945e102-0132fa93', '1e0d3506-ffd0-43ce-8e2e-92265945e102-0132fa93', '1e0d3506-ffd0-43ce-8e2e-92265945e102-0132fa93']",510.10544687602663,"(5942.273804606978, 1604.8049400367915)",4
