Index,Room Number,Room Name,Room Unique ID,Polygon Points,Touching Wall Unique IDs,Area,Centroid,Level,Degree Centrality,Closeness Centrality,Betweenness Centrality,PageRank,Clustering,Core Number,Program Amplifier,Initial Circulation Index,Circulation Index,Occupancy,Isovist Area,Perimeter,Compactness,Circularity,Convex Deficiency,Occlusivity,Skewness,Dispersion,Elongation,Incident Radiation,Sunlight Hours,Daylight Factor,Standard Effective Temperature,Predicted Mean Vote,Comfort Acceptance,Subject Condition
311,HP4120R,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca99,"[(5733.7902150794789, 1537.1176050971596), (5733.7902150794789, 1527.5498967381382), (5744.4256317461459, 1527.5498967381382), (5744.4256317461459, 1533.9665634024796), (5744.4256317461459, 1536.1332300691461), (5744.4256317461459, 1537.1176050971596)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d2d8c', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d9d', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d9d', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d9d', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d94']",101.7565649,"(5739.1079234171848, 1532.3337509187249)",4,0.012779553,0.047690642,0,0.001797704,1,8,3,0.91245358,1.186189654,25,9.108229,12.3952,0.744966,0.984341,0.978679,0.549829,1.270721,-60.568987,0.772778,25.161806,22.83329724,3.343411,30.30316183,0.13268058,0.119618766,0.035453003
312,HP4120S,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca9c,"[(5733.7902150794789, 1547.2165634304902), (5733.7902150794789, 1537.5238550971596), (5744.4256317461459, 1537.5238550971596), (5744.4256317461459, 1547.2165634304902)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d2d94', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d9d', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d96']",103.0859918,"(5739.1079234161089, 1542.3702092647056)",4,0.012779553,0.047690642,0,0.001797704,1,8,3,0.91245358,1.186189654,25,31.985234,80.423509,0.062143,0.401825,0.406301,33.696944,107569.1853,-206.021036,0.05779,26.700415,23,3.347299,30.30312291,0.132572606,0.11942915,0.03544148
313,HP4120U,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044cd21,"[(5733.7902150794789, 1557.2165634304902), (5733.7902150794789, 1547.6228134304902), (5744.4256317461459, 1547.6228134304902), (5744.4256317461459, 1557.2165634304902)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d2d96', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d9d', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d98']",102.0335286,"(5739.1079234359186, 1552.4196884368107)",4,0.012779553,0.047690642,0,0.001797704,1,8,3,0.91245358,1.186189654,25,32.111688,80.563434,0.062172,0.404979,0.403853,33.795112,107453.0899,-205.719552,0.058131,23.6962107,22.63883894,0.002409,30.30302312,0.132732827,0.119489785,0.035483512
314,HP4140Z,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d686,"[(5750.9568818019252, 1421.1540635693227), (5760.4671399178651, 1421.1540635693227), (5760.4671399178651, 1431.8415634188102), (5750.9568818019252, 1431.8415634188102), (5750.9568818019252, 1430.143646752143)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3a95', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3aa3', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3a9d', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3a9d']",101.6408822,"(5755.7120108566278, 1426.4978134933185)",4,0.006389776,0.05206593,5.11E-06,0.001016083,0.666666667,3,3,0.378562047,0.49213066,25,32.012057,80.471785,0.062121,0.402439,0.403217,33.730387,107545.8713,-206.184987,0.057858,192.698521,563.361111,3.621027,30.23499071,0.107045562,0.120006618,0.029555917
315,HP4140Y,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d687,"[(5760.8733899178651, 1421.1540635693227), (5770.383965079478, 1421.1540635693225), (5770.383965079478, 1431.8415634188102), (5760.8733899178651, 1431.8415634188102)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3a96', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3aa3', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3a95']",101.6442706,"(5765.6286775001008, 1426.4978134944072)",4,0.004792332,0.05198644,0,0.000778935,1,3,3,0.411511541,0.534965004,25,10.714133,79.200123,0.021464,0.986733,0.165406,33.519257,36477.04644,-101.194892,0.052413,190.826486,565.5,3.666657,30.23493858,0.107052332,0.119957387,0.029627053
316,HP4140X,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d688,"[(5770.790215079478, 1421.1540635693225), (5780.300639062214, 1421.1540635693225), (5780.300639062214, 1431.84156341881), (5778.7172984685922, 1431.8415634188102), (5776.5506318019252, 1431.8415634188102), (5770.790215079478, 1431.8415634188102)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3a97', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac4', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3aa3', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3a96']",101.6426549,"(5775.5454270602659, 1426.4978134914295)",4,0.020766773,0.052792431,5.11E-05,0.002273197,0.743589744,11,3,1.189535675,1.546396377,25,10.705715,79.238666,0.021427,0.987533,0.16324,33.542983,36476.98815,-100.994522,0.052413,190.826486,566,0.001013,30.2349446,0.106888344,0.119972914,0.029622022
317,HP4140S,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d689,"[(5820.3735484430626, 1421.1540635693225), (5829.8839650794789, 1421.1540635693225), (5829.8839650794789, 1431.84156341881), (5820.3735484430626, 1431.84156341881)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3a9b', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3a9a']",101.6425764,"(5825.1287567411027, 1426.4978134891069)",4,0.017571885,0.05262924,0,0.001843089,1,11,3,1.214408843,1.578731496,25,9.688417,13.227212,0.695867,0.985278,0.945706,0.598091,1.206978,-61.364591,0.759761,171.614423,562.111111,0,30.23509546,0.107050342,0.119968757,0.029556705
318,HP4140N,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68a,"[(5861.2068817461459, 1421.1540635693223), (5870.7172984128119, 1421.1540635693223), (5870.7172984128119, 1431.8415634188098), (5861.2068817461459, 1431.8415634188098)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3a9e', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3aa2']",101.6425767,"(5865.9620900796363, 1426.4978134940891)",4,0.017571885,0.05262924,0,0.001843089,1,11,3,1.214408843,1.578731496,25,9.684373,13.11853,0.707149,0.985542,0.953283,0.478976,1.177061,-60.110772,0.759704,177.188175,553.972222,3.626758,30.23506148,0.106944905,0.120018042,0.029616433
319,HP4140P,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68b,"[(5851.2902151097296, 1421.1540635693223), (5860.8006317461459, 1421.1540635693223), (5860.8006317461459, 1431.8415634188098), (5851.2902151097296, 1431.8415634188098)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3aa2', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3a9f']",101.6425764,"(5856.0454234075496, 1426.4978134891069)",4,0.017571885,0.05262924,0,0.001843089,1,11,3,1.214408843,1.578731496,25,10.686967,79.214651,0.021402,0.988654,0.169352,33.513176,36478.82557,-101.842988,0.052397,168.921206,551.111111,3.611374,30.23499353,0.106946849,0.119920583,0.029656173
320,HP4140T,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68d,"[(5810.456881746145, 1421.1540635693225), (5819.9672984430626, 1421.1540635693225), (5819.9672984430626, 1431.84156341881), (5810.7172984685913, 1431.84156341881), (5810.456881746145, 1431.84156341881)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3a9a', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3aa0']",101.642577,"(5815.2120900794362, 1426.4978134903272)",4,0.017571885,0.05262924,0,0.001843089,1,11,3,1.214408843,1.578731496,25,10.703096,79.280433,0.021399,0.987508,0.171951,33.610131,36477.75255,-102.191662,0.052406,173.63297,563.583333,0,30.23504089,0.107030946,0.119971918,0.029569314
321,HP4140R,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68e,"[(5830.2902150794789, 1421.1540635693225), (5839.800631746145, 1421.1540635693225), (5839.800631746145, 1431.8415634188098), (5830.2902150794789, 1431.84156341881)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3a9c', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3a9b']",101.6425767,"(5835.0454234037425, 1426.4978134919031)",4,0.017571885,0.05262924,0,0.001843089,1,11,3,1.214408843,1.578731496,25,9.68499,13.14631,0.704209,0.985511,0.951614,0.488067,1.175889,-60.354432,0.759716,177.907318,561.111111,0,30.23492306,0.106902582,0.119960879,0.029659649
322,HP4140Q,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68f,"[(5840.206881746145, 1421.1540635693225), (5850.8839651097296, 1421.1540635693223), (5850.8839651097296, 1431.8415634188098), (5845.7172984685913, 1431.8415634188098), (5843.5506318019252, 1431.8415634188098), (5840.206881746145, 1431.8415634188098)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3a9f', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3a9c']",114.1113268,"(5845.5454234138233, 1426.4978134906846)",4,0.017571885,0.05262924,0,0.001843089,1,11,3,1.214408843,1.578731496,28,9.685036,13.090949,0.710181,0.985566,0.954452,0.573306,1.178062,-59.908887,0.75974,161.596693,560.5,3.580834,30.23495677,0.107045738,0.11988343,0.029506967
323,HP4140W,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d691,"[(5780.706889062214, 1421.1540635693225), (5790.2172984128138, 1421.1540635693225), (5790.2172984128138, 1431.84156341881), (5780.706889062214, 1431.84156341881)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3a98', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3a97']",101.6424985,"(5785.4620937311802, 1426.4978134924743)",4,0.017571885,0.05262924,0,0.001843089,1,11,3,1.214408843,1.578731496,25,10.836829,13.665727,0.7292,0.986599,0.961717,0.389453,2.078839,-58.733625,0.743586,183.886305,564.888889,0,30.23497687,0.107044516,0.119954173,0.029568205
324,HP4140V,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d692,"[(5790.6235484128138, 1421.1540635693225), (5800.1339650794789, 1421.1540635693225), (5800.1339650794789, 1431.84156341881), (5790.6235484128138, 1431.84156341881)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3a99', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3a98']",101.6425767,"(5795.3787567458521, 1426.4978134939915)",4,0.017571885,0.05262924,0,0.001843089,1,11,3,1.214408843,1.578731496,25,9.681773,13.088479,0.710209,0.985373,0.954038,0.504309,1.197215,-60.975349,0.759537,182.716031,565.527778,3.588731,30.23491189,0.106965419,0.120056716,0.029480063
325,HP4140U,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d693,"[(5800.5402150794789, 1421.1540635693225), (5810.050631746145, 1421.1540635693225), (5810.050631746145, 1431.84156341881), (5808.5506318019252, 1431.84156341881), (5800.5402150794789, 1431.84156341881)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3aa0', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3a99']",101.6425767,"(5805.2954234128047, 1426.4978134940891)",4,0.017571885,0.05262924,0,0.001843089,1,11,3,1.214408843,1.578731496,25,9.681393,13.063303,0.712921,0.985409,0.956063,0.546217,1.198814,-60.749807,0.759536,174.837013,564.722222,0.001508,30.23490042,0.10688584,0.119990115,0.029507578
326,HP4140M,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d6a1,"[(5871.1235484128119, 1421.1540635693223), (5881.3006318019252, 1421.1540635693223), (5881.3006318019252, 1429.8623967638232), (5880.8390432044789, 1429.8623967638232), (5880.6359182044789, 1429.8623967638232), (5880.6359182044789, 1431.8415634188098), (5878.5506318019252, 1431.8415634188098), (5871.1235484128119, 1431.8415634188098)]","['c390bb83-1954-440e-a826-1d4db3131626-0086e677', 'cdca5afd-cd49-4119-a631-70c3826a16cc-0132f61a', 'cdca5afd-cd49-4119-a631-70c3826a16cc-0132f61a', 'f5fc4a23-bb50-45fa-a9be-f9db51cf2c15-006a0936', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3a9e']",107.4519982,"(5876.1538581645273, 1426.4445036385648)",4,0.017571885,0.05262924,0,0.001843089,1,11,3,1.214408843,1.578731496,26,10.722386,79.254653,0.021451,0.986536,0.15792,33.614156,36475.36796,-100.277382,0.052428,180.376483,559.388889,3.625178,30.23496481,0.106996281,0.119935775,0.02957924
327,HP4140G,STAFF OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d85e,"[(5798.8683400794789, 1448.2478134188104), (5798.8683400794789, 1457.8467717241331), (5788.7016734685958, 1457.8467717241331), (5788.7016734685958, 1448.2478134188104), (5791.2016734685967, 1448.2478134188104), (5791.2016734685967, 1448.7998967521439), (5794.5975068019279, 1448.7998967521439), (5794.5975068019279, 1448.2478134188104)]","['51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c2d3', '51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3ae', '51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b2', '69ace270-057b-4162-b604-67b7553bd454-01401c34', '69ace270-057b-4162-b604-67b7553bd454-01401bba', '69ace270-057b-4162-b604-67b7553bd454-01401cbc', '69ace270-057b-4162-b604-67b7553bd454-01401be1', '9184f9ef-56f8-464d-8752-2bc104b17e34-003b966e']",95.71462592,"(5793.8023496276364, 1453.1358941172675)",4,0.012779553,0.053121869,3.90E-05,0.001703314,0.857142857,7,3,0.799243033,1.039015943,23,10.732749,79.27164,0.021463,0.990294,0.167801,33.618514,36461.06241,-100.977501,0.052553,0,0,0,30.23507994,0.106958023,0.120039778,0.029501505
328,HP4120B,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde4,"[(5787.6027151352619, 1597.1436467241335), (5778.1797151352612, 1597.1436467241335), (5778.1235484685922, 1597.1436467241335), (5778.1235484685922, 1597.0978967241335), (5778.1235484685922, 1586.7998967358128), (5778.7172984685913, 1586.7998967358128), (5787.6027151352619, 1586.7998967358128), (5787.6027151352619, 1592.6540635863555)]","['775a8367-8cb6-431f-8b71-08852f24c19b-0065a05f', '775a8367-8cb6-431f-8b71-08852f24c19b-0065a05f', 'ba831953-ab96-4132-a9be-093afd6c2829-006d301b', 'ba831953-ab96-4132-a9be-093afd6c2829-006d301b', 'ba831953-ab96-4132-a9be-093afd6c2829-006d302a', 'ba831953-ab96-4132-a9be-093afd6c2829-006d302a', '0f7d90f1-e5f8-4b92-a1d7-3816d108b4c4-0116c5f7', '0f7d90f1-e5f8-4b92-a1d7-3816d108b4c4-0116c5f7']",98.0501301,"(5782.863131774403, 1591.9717717223941)",4,0.017571885,0.063057626,0.001230662,0.002194777,0.927272727,9,3,1.009538263,1.312399742,24,8.882944,12.215729,0.748045,0.983713,0.979869,0.509764,1.362037,-60.525162,0.762917,0,0,0,30.23493671,0.106986205,0.119926184,0.029524235
329,HP4120E,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde5,"[(5778.1235484685922, 1575.039480318012), (5778.1235484685922, 1564.5446884304929), (5787.6027151352619, 1564.5446884304929), (5787.6027151352619, 1575.039480318012)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d301b', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3024', '0f7d90f1-e5f8-4b92-a1d7-3816d108b4c4-0116c5f7', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3029']",99.48188143,"(5782.8631318324733, 1569.7920843824525)",4,0.017571885,0.063057626,0.001230662,0.002194777,0.927272727,9,3,1.009538263,1.312399742,24,9.108474,12.06242,0.786659,0.985903,1,0.140472,1.589967,-57.277359,0.760194,0,0,0,30.23500378,0.106953792,0.120060365,0.029467283
330,HP4120F,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde6,"[(5778.7172984685913, 1561.1332300691461), (5778.7172984685913, 1558.9665634024796), (5778.1235484685922, 1558.9665634024796), (5778.1235484685922, 1553.1332303180122), (5787.6027151352619, 1553.1332303180122), (5787.6027151352619, 1564.1384384304929), (5778.1235484685922, 1564.1384384304929), (5778.1235484685922, 1561.1332300691461)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d301b', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3025', '0f7d90f1-e5f8-4b92-a1d7-3816d108b4c4-0116c5f7', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3024', 'ba831953-ab96-4132-a9be-093afd6c2829-006d301b']",103.0337436,"(5782.9186025250929, 1558.6181786721236)",4,0.017571885,0.063057626,0.001230662,0.002194777,0.927272727,9,3,1.009538263,1.312399742,25,9.2411,12.13968,0.787987,0.984873,1,0.125487,1.691971,-60.207515,0.756167,0,0,0,30.23501556,0.106922158,0.1200287,0.029622801
331,HP4120G,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde7,"[(5778.1235484685922, 1552.7269803180122), (5778.1235484685922, 1543.060313586356), (5787.6027151352619, 1543.060313586356), (5787.6027151352619, 1552.7269803180122)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d301b', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3028', '0f7d90f1-e5f8-4b92-a1d7-3816d108b4c4-0116c5f7', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3025']",91.63194506,"(5782.8631318007974, 1547.893646951846)",4,0.017571885,0.063057626,0.001230662,0.002194777,0.927272727,9,3,1.009538263,1.312399742,22,9.691054,12.466756,0.783563,0.980118,1,0.134485,2.661112,-74.132775,0.729536,0,0,0,30.23502703,0.106928558,0.1199355,0.029494922
332,HP4120J,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde8,"[(5778.7172984685913, 1536.1332300691461), (5778.7172984685913, 1533.9665634024796), (5778.1235484685922, 1533.9665634024796), (5778.1235484685922, 1532.445730318012), (5787.6027151352619, 1532.445730318012), (5787.6027151352619, 1542.654063586356), (5778.1235484685922, 1542.654063586356), (5778.1235484685922, 1536.1332300691461)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d301b', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3027', '0f7d90f1-e5f8-4b92-a1d7-3816d108b4c4-0116c5f7', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3028', 'ba831953-ab96-4132-a9be-093afd6c2829-006d301b']",95.48003411,"(5782.9229909863134, 1537.5835809109217)",4,0.017571885,0.063057626,0.001230662,0.002194777,0.927272727,9,3,1.009538263,1.312399742,23,8.512296,11.653057,0.787729,0.987938,1,0.039964,1.529986,-51.922975,0.7713,0,0,0,30.23494639,0.106939028,0.120036553,0.029490065
333,HP4120T,STAFF OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde9,"[(5757.7954234685931, 1536.5186467241342), (5761.1860484685931, 1536.5186467241342), (5761.1860484685931, 1546.1321883834626), (5750.9516734685931, 1546.1321883834626), (5750.9516734685931, 1536.5186467241342), (5750.9974234685924, 1536.5186467241342)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d35b7', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3685', 'ba831953-ab96-4132-a9be-093afd6c2829-006d367d', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3684', 'ba831953-ab96-4132-a9be-093afd6c2829-006d35b7', 'ba831953-ab96-4132-a9be-093afd6c2829-006d35b7']",98.38859042,"(5756.0688609328972, 1541.3254175441325)",4,0.009584665,0.047031931,0.000605976,0.00177962,0.533333333,4,3,0.465133772,0.604673903,24,8.989263,11.978541,0.787274,0.98667,1,0.128374,1.539016,-55.355191,0.763979,0,0,0,30.23501566,0.106979556,0.120041275,0.029627244
334,HP4120M,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddea,"[(5778.1235484685922, 1520.982168146096), (5778.1235484685922, 1511.3311059741798), (5787.3038401352615, 1511.3311059741798), (5787.6027151352619, 1511.3311059741798), (5787.6027151352619, 1521.4821681460958), (5783.1129881469869, 1521.4821681460958), (5783.1129881469869, 1520.982168146096)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d301b', 'a718f009-4012-4cb6-9481-31d74e3e502c-0096230e', 'a718f009-4012-4cb6-9481-31d74e3e502c-0096230e', '0f7d90f1-e5f8-4b92-a1d7-3816d108b4c4-0116c5f7', '69ace270-057b-4162-b604-67b7553bd454-01401b8b', '69ace270-057b-4162-b604-67b7553bd454-01401df1', '69ace270-057b-4162-b604-67b7553bd454-01401df0']",93.72889033,"(5782.9228818232923, 1516.2781990864428)",4,0.017571885,0.063057626,0.001230662,0.002194777,0.927272727,9,3,1.009538263,1.312399742,23,9.139708,12.06086,0.789561,0.987154,1,0.118248,1.660063,-55.065037,0.770516,0,0,0,30.23499582,0.107019559,0.119886759,0.029571749
335,HP4120H,STAFF OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddf1,"[(5771.7500901352596, 1536.5186467241342), (5771.821465135261, 1536.5186467241342), (5771.821465135261, 1546.1321883834626), (5761.5922984685931, 1546.1321883834626), (5761.5922984685931, 1536.5186467241342), (5764.89959013526, 1536.5186467241342)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d35b7', 'ba831953-ab96-4132-a9be-093afd6c2829-006d367e', 'ba831953-ab96-4132-a9be-093afd6c2829-006d367d', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3685', 'ba831953-ab96-4132-a9be-093afd6c2829-006d35b7', 'ba831953-ab96-4132-a9be-093afd6c2829-006d35b7']",98.33851989,"(5766.7068817726822, 1541.325417545946)",4,0.009584665,0.052548022,0.00178709,0.001765207,0.533333333,4,3,0.46647033,0.606411429,24,8.708212,11.922327,0.769869,0.987453,0.987105,0.246136,1.465489,-53.407298,0.779934,0,0,0,30.23490373,0.106972232,0.119974313,0.029628227
336,HP4120D,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddf8,"[(5778.7172984685913, 1586.3936467358128), (5778.7172984685913, 1583.9665634024796), (5778.1235484685922, 1583.9665634024796), (5778.1235484685922, 1575.445730318012), (5787.6027151352619, 1575.445730318012), (5787.6027151352619, 1586.3936467358128)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d301b', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3029', '0f7d90f1-e5f8-4b92-a1d7-3816d108b4c4-0116c5f7', 'ba831953-ab96-4132-a9be-093afd6c2829-006d302a']",102.3360436,"(5782.9256933414272, 1580.859693981485)",4,0.017571885,0.063057626,0.001230662,0.002194777,0.927272727,9,3,1.009538263,1.312399742,25,9.134936,12.058612,0.789443,0.98718,1,0.074603,1.658613,-55.003587,0.770325,0,0,0,30.23493565,0.107025677,0.119991636,0.029629629
337,HP4010A,JAN,333415c1-b105-4983-be56-18432592632a-00472206,"[(5839.22771513526, 1586.4405217638246), (5834.6653236422135, 1586.4405217638246), (5834.6653236422135, 1582.4405217638246), (5846.2172984685958, 1582.4405217638246), (5846.2172984685958, 1586.4405217638246), (5840.2330139052792, 1586.4405217638246)]","['775a8367-8cb6-431f-8b71-08852f24c19b-0065a2ec', '68c5d322-74a3-4b71-8f1d-2ebb86af1b2b-00ad58b1', 'bfe3bfa8-ab16-426f-8764-237687edc34e-00b11602', 'bfe3bfa8-ab16-426f-8764-237687edc34e-00b1171a', '775a8367-8cb6-431f-8b71-08852f24c19b-0065a2ec', '775a8367-8cb6-431f-8b71-08852f24c19b-0065a2ec']",46.20789931,"(5840.4413110369342, 1584.4405217587953)",4,0.003194888,0.038216743,0,0.000916373,1,2,0,0.308465601,0.308465601,15,9.640463,12.42763,0.784388,0.98074,1,0.149849,2.491246,-72.571787,0.73394,0,0,0,30.2350888,0.107032013,0.119974678,0.029478725
338,HP4010,TOILET,333415c1-b105-4983-be56-18432592632a-00472207,"[(5839.050631801927, 1597.3467717638246), (5834.0193818019261, 1597.3467717638246), (5834.0193818019261, 1596.5551050691467), (5834.0193818019261, 1591.8467717638246), (5831.0610484590879, 1591.8467717638246), (5831.0610484590879, 1592.2530217638246), (5833.6131318019261, 1592.2530217638246), (5833.6131318019261, 1596.2530217358135), (5821.0089651352582, 1596.2530217358135), (5821.0089651352582, 1576.9196883464506), (5833.4674069755465, 1576.9196883464506), (5833.4674069755465, 1586.4405217638246), (5831.0610484590879, 1586.4405217638246), (5831.0610484590879, 1586.8467717638246), (5833.5299069755465, 1586.8467717638246), (5834.4882403088804, 1586.8467717638246), (5839.050631801927, 1586.8467717638246)]","['775a8367-8cb6-431f-8b71-08852f24c19b-0065a2ea', '775a8367-8cb6-431f-8b71-08852f24c19b-0065a2ea', 'f8a03016-4b7f-42da-a7d4-ebfebf1a414c-015f89ca', 'f8a03016-4b7f-42da-a7d4-ebfebf1a414c-015f89ca', '775a8367-8cb6-431f-8b71-08852f24c19b-0065a2ea', '340d6697-1f5e-4a42-90ed-c9c46db3a82b-00ad8666', '775a8367-8cb6-431f-8b71-08852f24c19b-0065a2e9', 'f8a03016-4b7f-42da-a7d4-ebfebf1a414c-015f897f', '64790bbc-2560-4277-834a-a2773e78c4bb-00ce30bd', '775a8367-8cb6-431f-8b71-08852f24c19b-0065a2ec', '775a8367-8cb6-431f-8b71-08852f24c19b-0065a2ec', '775a8367-8cb6-431f-8b71-08852f24c19b-0065a2ec', '775a8367-8cb6-431f-8b71-08852f24c19b-0065a2ec', '775a8367-8cb6-431f-8b71-08852f24c19b-0065a2f5']",295.0789418,"(5828.942590612457, 1587.5955602528302)",4,0.004792332,0.045522885,0.000365495,0.001187655,0.666666667,2,1,0.27704034,0.304744374,49,4.291886,9.44888,0.604084,0.824844,1,0.107997,29.569628,-150.168798,0.501863,0,0,0,30.23497133,0.107039636,0.119930723,0.029601746
