vi,vi Room Number,vi Room Name,vi Room Unique ID,vj,vj Room Number,vj Room Name,vj Room Unique ID,Access,Connecting Centroids Distance
175,HP3120S,OFFICE HP3120S,66012009-ce1e-488e-95c7-106a3df10f70-003bac5a,75,HP3120W,OFFICE,1ba13095-4a3a-4dfb-bb79-e671735cf6e1-002bf766,1,29.83854168
175,HP3120S,OFFICE HP3120S,66012009-ce1e-488e-95c7-106a3df10f70-003bac5a,109,HP3120V,OFFICE,ca3b91b7-bf10-48e0-a639-693902af65e9-00310222,1,20
175,HP3120S,OFFICE HP3120S,66012009-ce1e-488e-95c7-106a3df10f70-003bac5a,162,HP3120R,OFFICE,884db1d5-5f47-48ab-9ebd-e94c513092d2-003ad87c,1,10
175,HP3120S,OFFICE HP3120S,66012009-ce1e-488e-95c7-106a3df10f70-003bac5a,126,HP3120Q,OFFICE,19efacc1-ae3b-4e9f-99ca-6fedd68a9eba-0031aff6,1,19.99999998
509,HP5002,EAST ATRIUM HP5002,df48f3eb-9846-4bae-a20f-b098c9e0b842-0089b68d,442,HP-ST-502,STAIR 02,363b0869-408a-48a6-bd1a-c1220b2aa530-003e2a37,1,91.09776687
509,HP5002,EAST ATRIUM HP5002,df48f3eb-9846-4bae-a20f-b098c9e0b842-0089b68d,412,HP5205,FOUNDATION SKILLS,6acf317e-b7cb-4225-a9ba-636eea3772fe-002be051,1,81.22582073
509,HP5002,EAST ATRIUM HP5002,df48f3eb-9846-4bae-a20f-b098c9e0b842-0089b68d,416,HP5202,FOUNDATION SKILLS,a1fa4f9a-2c19-45b2-9804-0db8c403c3eb-002d813a,1,44.9310456
509,HP5002,EAST ATRIUM HP5002,df48f3eb-9846-4bae-a20f-b098c9e0b842-0089b68d,420,HP5304,SEMINAR,a1fa4f9a-2c19-45b2-9804-0db8c403c3eb-002d8228,1,73.62659407
509,HP5002,EAST ATRIUM HP5002,df48f3eb-9846-4bae-a20f-b098c9e0b842-0089b68d,440,HP-ST-501,STAIR 01,363b0869-408a-48a6-bd1a-c1220b2aa530-003e2a2e,1,50.90368536
509,HP5002,EAST ATRIUM HP5002,df48f3eb-9846-4bae-a20f-b098c9e0b842-0089b68d,413,HP5312,HEALTH ASSESSMENT,6acf317e-b7cb-4225-a9ba-636eea3772fe-002be0dc,1,83.78332232
509,HP5002,EAST ATRIUM HP5002,df48f3eb-9846-4bae-a20f-b098c9e0b842-0089b68d,417,HP5306,HEALTH ASSESSMENT,a1fa4f9a-2c19-45b2-9804-0db8c403c3eb-002d81bc,1,45.5187281
509,HP5002,EAST ATRIUM HP5002,df48f3eb-9846-4bae-a20f-b098c9e0b842-0089b68d,441,HP-EL-2,ELEVATOR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e2a31,1,65.05207094
509,HP5002,EAST ATRIUM HP5002,df48f3eb-9846-4bae-a20f-b098c9e0b842-0089b68d,421,HP5302,CLASSROOM,a1fa4f9a-2c19-45b2-9804-0db8c403c3eb-002d822f,1,113.4791214
576,HP6310,BREAK /OFFICE HP6310,9c366077-349c-4b85-95f7-9501b769eaa4-0043c40f,541,HP6308,MED,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d9333,1,9.557219931
578,HP6369,SP STORAGE HP6369,3cd687a1-e134-47f3-89b8-4a07257f0e1c-00468dd7,577,HP-C63D,EXAM SUITE CORRIDOR,9c366077-349c-4b85-95f7-9501b769eaa4-0043c99b,1,28.78514319
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,294,HP4120A,WORKROOM / STORAGE,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b41e0,1,44.2633044
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,313,HP4120U,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044cd21,1,8.936036062
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,359,HP4120P,CHAIR OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486563,1,40.86361824
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,305,HP4120W,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca89,1,23.75238428
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,306,HP4120X,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca8d,1,32.98273904
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,307,HP4120Z,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca8e,1,42.44834549
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,308,HP4120V,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca8f,1,15.01610914
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,269,HP4120AA,CONF(24),7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3f30,1,17.77624096
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,309,HP4120Q,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca91,1,29.10340112
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,286,HP4120N,CONF(8),7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3fb5,1,40.68953385
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,311,HP4120R,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca99,1,19.78999498
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,290,HP4120Y,HUDDLE,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b407b,1,32.79711918
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,312,HP4120S,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca9c,1,11.61844233
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,333,HP4120T,STAFF OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde9,1,12.12041383
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,443,HP5120Y,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044cae6,1,29.45828224
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,432,HP5120A,WORKROOM / STORAGE,9184f9ef-56f8-464d-8752-2bc104b17e34-003b6f28,1,51.47104638
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,477,HP5120Q,CHAIR OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486c09,1,34.95061418
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,444,HP5120AA,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044caea,1,38.84409996
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,445,HP5120CC,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044caeb,1,48.38062426
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,446,HP5120W,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044caec,1,20.259105
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,447,HP5120R,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044caee,1,23.33482928
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,435,HP5120Z,STAFF OFFICE,6ff27a87-62af-40f8-a24b-83e797282507-003ddfef,1,31.46838725
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,436,HP5120X,STAFF OFFICE,6ff27a87-62af-40f8-a24b-83e797282507-003de032,1,21.65074817
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,429,HP5120BB,HUDDLE,9184f9ef-56f8-464d-8752-2bc104b17e34-003b6e14,1,41.54263309
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,449,HP5120S,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044caf6,1,14.52561623
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,450,HP5120T,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044caf9,1,8.801863237
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,457,HP5120V,STAFF OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044df10,1,12.75887372
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,451,HP5120U,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044cd1a,1,11.99800256
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,425,HP5120P,CONF(8),9184f9ef-56f8-464d-8752-2bc104b17e34-003b6d9c,1,34.50683305
605,HP6344A,STORAGE HP6344A,33afc0de-f027-4dda-bf80-d356d9ea8ac9-00726c95,521,HP6344,SIM: MH,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb1a,1,12.48608686
605,HP6344A,STORAGE HP6344A,33afc0de-f027-4dda-bf80-d356d9ea8ac9-00726c95,534,HP6340,DEBRIEF,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcbc4,1,13.48390312
605,HP6344A,STORAGE HP6344A,33afc0de-f027-4dda-bf80-d356d9ea8ac9-00726c95,602,HP6342,CONTROL,b5f9e4e1-0446-4f7b-90b2-e755a6b823aa-00718920,1,7.350858393
511,HP-C50B,PUBLIC CORR. HP-C50B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b9e5,412,HP5205,FOUNDATION SKILLS,6acf317e-b7cb-4225-a9ba-636eea3772fe-002be051,1,51.80168306
511,HP-C50B,PUBLIC CORR. HP-C50B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b9e5,414,HP5209,MAKERSPACE MEDIA LAB,02e8bcb1-d354-4633-936e-deb3c8a27a36-002bfcca,1,28.22507306
511,HP-C50B,PUBLIC CORR. HP-C50B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b9e5,418,HP5206,MAKER SPACE STORAGE,a1fa4f9a-2c19-45b2-9804-0db8c403c3eb-002d8224,1,19.52379676
511,HP-C50B,PUBLIC CORR. HP-C50B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b9e5,508,HP5019,ELECT,dcd15c5b-e942-469f-bbaa-8b1e33974049-00880976,1,10.86513102
512,HP5233,WEST ATRIUM HP5233,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b9e8,511,HP-C50B,PUBLIC CORR.,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b9e5,1,56.78984885
512,HP5233,WEST ATRIUM HP5233,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b9e8,419,HP5208,SKILLS LAB STORAGE,a1fa4f9a-2c19-45b2-9804-0db8c403c3eb-002d8225,1,15.95015635
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,102,HP3140DD,OFFICE,68c653fb-30e1-494c-bec5-0fa0e8d41836-002e1f40,1,77.25528065
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,100,HP3140FF,OFFICE,68c653fb-30e1-494c-bec5-0fa0e8d41836-002e1f3e,1,82.40611225
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,205,HP3140CC,OFFICE,9afeaf80-f594-4102-b0b7-6d15b121cf9f-00485d02,1,76.53224103
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,194,HP3140N,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f3910,1,61.19662551
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,227,HP3004,COLLAB,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-00846953,1,69.46105014
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,182,HP3140AA,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f38d9,1,60.47205874
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,183,HP3140Z,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f38da,1,50.66950569
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,184,HP3140Y,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f38db,1,40.92189679
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,185,HP3140T,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f38dc,1,12.68327566
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,186,HP3140P,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f38dd,1,51.05166879
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,187,HP3140Q,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f38de,1,41.3013069
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,176,HP3140HH,OFFICE,1be918ec-db3a-4534-adaf-065dcd88540e-003bd41c,1,91.59520166
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,188,HP3140U,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f38e0,1,8.38162633
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,189,HP3140S,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f38e1,1,21.16978646
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,190,HP3140R,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f38e2,1,31.09226439
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,191,HP3140X,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f38e5,1,31.28087767
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,192,HP3140W,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f38e6,1,21.88756915
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,193,HP3140V,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f38e7,1,13.27849366
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,106,HP3153,RESEARCH,30a418a7-bdd0-4972-b5b3-bfc48f78d0c3-003066ec,1,21.45806133
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,107,HP3157,RESEARCH,30a418a7-bdd0-4972-b5b3-bfc48f78d0c3-003066ed,1,54.15702192
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,108,HP3155,RESEARCH,30a418a7-bdd0-4972-b5b3-bfc48f78d0c3-003066ee,1,37.22360447
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,91,HP3140F,STAFF OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ee,1,33.37413185
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,125,HP3151,RESEARCH,19efacc1-ae3b-4e9f-99ca-6fedd68a9eba-0031af06,1,13.45565786
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,234,HP-C31D,ADMIN CORR.,6769fb4e-8f5e-43fe-8c59-0352e7262f5c-008992b6,1,73.6029851
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,132,HP3140GG,OFFICE,6709ec6e-06b8-4e6b-a4b5-7b897e34d070-0031f237,1,86.61386611
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,166,HP3140G,HUDDLE,a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba83e,1,23.25690222
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,101,HP3140EE,OFFICE,68c653fb-30e1-494c-bec5-0fa0e8d41836-002e1f3f,1,79.24375597
236,HP5220,ADMIN CORR. HP5220,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d5,168,HP3130C,TOILET,a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba893,1,22.11239213
236,HP5220,ADMIN CORR. HP5220,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d5,125,HP3151,RESEARCH,19efacc1-ae3b-4e9f-99ca-6fedd68a9eba-0031af06,1,20.07466492
236,HP5220,ADMIN CORR. HP5220,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d5,172,HP3140M,STAFF OFFICE,a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba8a6,1,8.322888211
236,HP5220,ADMIN CORR. HP5220,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d5,169,HP3140K,STAFF OFFICE,a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba896,1,12.9577121
236,HP5220,ADMIN CORR. HP5220,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d5,170,HP3140J,STAFF OFFICE,a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba897,1,8.271876875
236,HP5220,ADMIN CORR. HP5220,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d5,195,HP3140H,STAFF OFFICE,e0ef02ed-b478-494e-b673-998064ed7d6f-0043da98,1,13.83996903
236,HP5220,ADMIN CORR. HP5220,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d5,226,HP3010C,MEDITATION,080fb163-97a4-4ffb-bc78-8c98df03bef8-006d2059,1,23.65215652
236,HP5220,ADMIN CORR. HP5220,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d5,166,HP3140G,HUDDLE,a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba83e,1,22.79550834
236,HP5220,ADMIN CORR. HP5220,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d5,171,HP3140L,STAFF OFFICE,a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba89e,1,13.59492382
232,HP3014,ELECT HP3014,d17140ae-73d7-4137-8f33-31de6e23511e-0087fd3c,229,HP-C30B,PUBLIC CORR.,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-008469ef,1,10.7499742
393,HP5221,WEST ATRIUM HP5221,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af07,254,HP4210,ADL STORAGE,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624b,1,11.06981051
393,HP5221,WEST ATRIUM HP5221,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af07,257,HP4208,ANATOMY / SPEECH STORAGE,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624f,1,21.31136669
394,HP4002,EAST ATRIUM HP4002,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,249,HP4312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1f,1,95.41822758
394,HP4002,EAST ATRIUM HP4002,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,304,HP-ST-401,STAIR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e35be,1,52.68274063
394,HP4002,EAST ATRIUM HP4002,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,302,HP-EL-2,ELEVATOR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e35b5,1,62.18178475
394,HP4002,EAST ATRIUM HP4002,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,250,HP4202,ADL CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c18fb,1,58.13949612
394,HP4002,EAST ATRIUM HP4002,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,252,HP4304,CLASSROOM,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6248,1,65.78510698
394,HP4002,EAST ATRIUM HP4002,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,253,HP4308,CLASSROOM,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6249,1,43.60362303
394,HP4002,EAST ATRIUM HP4002,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,268,HP4306,SEMINAR,b3065094-86ab-4d77-9287-663e2d01caf4-0032d149,1,48.33990886
394,HP4002,EAST ATRIUM HP4002,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,255,HP4204,ANATOMY CLASS LAB,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624c,1,38.31752189
394,HP4002,EAST ATRIUM HP4002,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,259,HP4302,CLASSROOM,3361b7f5-cad0-4606-9350-5b0507f4d788-002d625a,1,110.5257224
394,HP4002,EAST ATRIUM HP4002,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,376,HP4005,PUBLIC (STAIR),8df684a3-eb47-49ac-8d34-df8266b25986-004ce63c,1,15.08527403
394,HP4002,EAST ATRIUM HP4002,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,248,HP4310,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1c,1,70.11662285
394,HP4002,EAST ATRIUM HP4002,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,388,HP4304A,AV CLO.,7d318c75-447d-4ef8-9c1f-27c12d2df25a-006b729e,1,39.45028901
394,HP4002,EAST ATRIUM HP4002,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,303,HP-ST-402,STAIR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e35bb,1,88.17583802
567,HP6302,STORAGE HP6302,19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00331bd5,562,HP6306,CONTROL,c82672cd-897e-4bd6-b9f0-6a0f1ffc6248-002ec24d,1,23.41100897
567,HP6302,STORAGE HP6302,19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00331bd5,548,HP6304,SIM: FLEX,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d947c,1,14.34693002
163,HP3110R,OFFICE HP3110R,a4a4aed8-5bcf-466e-8a97-51854c0bd956-003b1ed9,110,HP3110Q,OFFICE,ca3b91b7-bf10-48e0-a639-693902af65e9-00310746,1,10.00000004
163,HP3110R,OFFICE HP3110R,a4a4aed8-5bcf-466e-8a97-51854c0bd956-003b1ed9,96,HP3110M,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5429,1,39.89028154
163,HP3110R,OFFICE HP3110R,a4a4aed8-5bcf-466e-8a97-51854c0bd956-003b1ed9,97,HP3110N,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d542a,1,30.00000004
163,HP3110R,OFFICE HP3110R,a4a4aed8-5bcf-466e-8a97-51854c0bd956-003b1ed9,98,HP3110P,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d542c,1,19.79308047
395,HP-C40B,PUBLIC CORR. HP-C40B,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af24,264,HP4205,PEDIATRIC CLASS LAB,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c2e0,1,28.75213218
395,HP-C40B,PUBLIC CORR. HP-C40B,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af24,258,HP4206,ANATOMAGE,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6251,1,27.35774922
395,HP-C40B,PUBLIC CORR. HP-C40B,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af24,391,HP4209,WELLNESS,ba831953-ab96-4132-a9be-093afd6c2829-006d409a,1,33.31114257
395,HP-C40B,PUBLIC CORR. HP-C40B,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af24,255,HP4204,ANATOMY CLASS LAB,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624c,1,33.88248059
395,HP-C40B,PUBLIC CORR. HP-C40B,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af24,256,HP4207,ASSESSMENT LIBRARY,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624d,1,20.61942722
395,HP-C40B,PUBLIC CORR. HP-C40B,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af24,392,HP4014,ELECT,d17140ae-73d7-4137-8f33-31de6e23511e-0087fd8e,1,11.47463726
434,HP5120E,STAFF OFFICE HP5120E,6ff27a87-62af-40f8-a24b-83e797282507-003ddfa7,430,HP5120C,HUDDLE,9184f9ef-56f8-464d-8752-2bc104b17e34-003b6e16,1,10.43083762
434,HP5120E,STAFF OFFICE HP5120E,6ff27a87-62af-40f8-a24b-83e797282507-003ddfa7,432,HP5120A,WORKROOM / STORAGE,9184f9ef-56f8-464d-8752-2bc104b17e34-003b6f28,1,19.99991497
306,HP4120X,OFFICE HP4120X,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca8d,305,HP4120W,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca89,1,9.705729142
307,HP4120Z,OFFICE HP4120Z,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca8e,306,HP4120X,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca8d,1,9.712764672
308,HP4120V,OFFICE HP4120V,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca8f,305,HP4120W,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca89,1,9.843750003
